,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Generator ID,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Technology,Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,region,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),FOM(2012$/MW/yr),VOM(2012$/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,YearAddedCE,Retired,YearRetiredByCE,YearRetiredByAge,GAMS Symbol,DataSource,ATBTechnologyType,ThermalOrRenewableOrStorage,CAPEX(2012$/MW),NSPSCompliant,NOxEmRate(lb/MMBtu),SO2EmRate(lb/MMBtu),Lifetime(years),SO2 Scrubber,CoalType,ECAPEX(2012$/MWH),PlantCategory
185,Fayette Power Project,6179_B_1,6179,B,1,2827.0,Coal Steam,,ERC_REST,Texas,48.0,Fayette,149.0,48149.0,590.0,10594.0,1979.0,9999.0,tangential,dry,N,Subbituminous,Wet Scrubber,2011.0,0.97,LNC3,,,,ESPC,No,ACI,2016.0,,1.2,0.106,0.106,0.106,0.106,0.1,0.1,0.1,0.99,,,,,,,,Subbituminous,6179.0,29.9172,-96.7506,,,,,,,,,1.7494556002769337,214.3,POINT (-96.75060000000001 29.9172),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,12.0,105.61,60232.99244108493,236.0,0.0,37800.0,4.47,23.003732629333836,1,0.0,1,1,0,False,False,False,6179+1,,,,,,,,,,,,
186,Fayette Power Project,6179_B_2,6179,B,2,2828.0,Coal Steam,,ERC_REST,Texas,48.0,Fayette,149.0,48149.0,590.0,10591.0,1980.0,9999.0,tangential,dry,N,Subbituminous,Wet Scrubber,2011.0,0.97,LNC3,,,,ESPC,No,ACI,2016.0,,1.2,0.11798,0.11798,0.11798,0.11798,0.1,0.1,0.1,0.99,,,,,,,,Subbituminous,6179.0,29.9172,-96.7506,,,,,,,,,1.7494556002769337,214.3,POINT (-96.75060000000001 29.9172),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,12.0,105.61,60232.99244108493,236.0,0.0,37800.0,4.47,22.998484262533005,1,0.0,1,1,0,False,False,False,6179+2,,,,,,,,,,,,
187,Fayette Power Project,6179_B_3,6179,B,3,2829.0,Coal Steam,,ERC_REST,Texas,48.0,Fayette,149.0,48149.0,435.0,10631.0,1988.0,9999.0,tangential,dry,N,Subbituminous,Wet Scrubber,1988.0,0.9,LNC3,,,,ESPC,No,ACI,2016.0,,0.6,0.12284,0.12284,0.12284,0.12284,0.1,0.1,0.1,0.99,,,,,,,,Subbituminous,6179.0,29.9172,-96.7506,,,,,,,,,1.7494556002769337,214.3,POINT (-96.75060000000001 29.9172),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,12.0,77.865,44409.070698088035,174.0,0.0,37800.0,4.47,23.06846248654408,1,0.0,1,1,0,False,False,False,6179+3,,,,,,,,,,,,
188,Dansby,6243_B_1,6243,B,1,2860.0,O/G Steam,,ERC_REST,Texas,48.0,Brazos,41.0,48041.0,110.0,14500.0,1978.0,9999.0,wall,dry,N,Natural Gas,,,,LNB + OFA,,,,,,,,,0.2,0.089,0.089,0.089,0.089,,,,,,,,,,,,Natural Gas,6243.0,30.7217,-96.4608,,,,,,,,,3.419101677638398,117.0,POINT (-96.46080000000001 30.7217),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,7.0,25.41,11229.879946642952,44.0,0.0,37800.0,4.47,54.046974325756764,1,0.0,1,1,0,False,False,False,6243+1,,,,,,,,,,,,
189,Sand Hill,7900_G_5A,7900,G,5A,10015.0,Combined Cycle,,ERC_REST,Texas,48.0,Travis,453.0,48453.0,161.0,7749.0,2004.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,2004.0,,,,,,,,0.0099,0.0099,0.0099,0.0099,,,,,,,,,,,,Natural Gas,7900.0,30.2098,-97.6129,,,,,,,,,3.419101677638398,117.0,POINT (-97.6129 30.2098),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,51.198,16436.46064917741,64.4,0.0,13170.0,3.5999999999999996,30.094618900019945,1,0.0,1,1,0,False,False,False,7900+5A,,,,,,,,,,,,
190,Sand Hill,7900_G_5C,7900,G,5C,,Combined Cycle,,ERC_REST,Texas,48.0,Travis,453.0,48453.0,151.0,7749.0,2004.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,2004.0,,,,,,,,0.0099,0.0099,0.0099,0.0099,,,,,,,,,,,,Natural Gas,7900.0,30.2098,-97.6129,,,,,,,,,3.419101677638398,117.0,POINT (-97.6129 30.2098),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,48.018,15415.562472209871,60.400000000000006,0.0,13170.0,3.5999999999999996,30.094618900019945,1,0.0,1,1,0,False,False,False,7900+5C,,,,,,,,,,,,
191,Sand Hill,7900_G_SH7,7900,G,SH7,90520.0,Combustion Turbine,,ERC_REST,Texas,48.0,Travis,453.0,48453.0,47.3,10745.0,2010.0,9999.0,,,N,Natural Gas,,,,H2O,SCR,,,,,,,,,0.0195,0.0195,0.0195,0.0195,,,,,,,,,,,,Natural Gas,7900.0,30.2098,-97.6129,,,,,,,,,3.419101677638398,117.0,POINT (-97.6129 30.2098),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,1.0,16.1766,1207.2120942641175,18.919999999999998,0.0,7340.0,15.45,52.188247526224586,0,0.0,1,1,0,False,False,False,7900+SH7,,,,,,,,,,,,
192,Bayou Cogen Plant,10298_G_GT1,10298,G,GT1,88564.0,Combustion Turbine,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,75.0,12445.0,2014.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB,,,,,,,,,,0.01927,0.01927,0.01927,0.01927,,,,,,,,,,,,Natural Gas,10298.0,29.6225,-95.0458,,,,,,,,,3.419101677638398,117.0,POINT (-95.0458 29.6225),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,2.0,25.650000000000002,1914.1840818141395,30.0,0.0,7340.0,15.45,58.00072037820986,0,0.0,1,1,0,False,False,False,10298+GT1,,,,,,,,,,,,
193,Bayou Cogen Plant,10298_G_GT2,10298,G,GT2,88564.0,Combustion Turbine,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,75.0,9086.0,2015.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB,,,,,,,,,,0.02005,0.02005,0.02005,0.02005,,,,,,,,,,,,Natural Gas,10298.0,29.6225,-95.0458,,,,,,,,,3.419101677638398,117.0,POINT (-95.0458 29.6225),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,2.0,25.650000000000002,1914.1840818141395,30.0,0.0,7340.0,15.45,46.51595784302248,0,0.0,1,1,0,False,False,False,10298+GT2,,,,,,,,,,,,
194,Bayou Cogen Plant,10298_G_GT3,10298,G,GT3,88565.0,Combustion Turbine,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,75.0,9086.0,2015.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB,,,,,,,,,,0.01849,0.01849,0.01849,0.01849,,,,,,,,,,,,Natural Gas,10298.0,29.6225,-95.0458,,,,,,,,,3.419101677638398,117.0,POINT (-95.0458 29.6225),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,2.0,25.650000000000002,1914.1840818141395,30.0,0.0,7340.0,15.45,46.51595784302248,0,0.0,1,1,0,False,False,False,10298+GT3,,,,,,,,,,,,
209,W A Parish,3470_B_WAP5,3470,B,WAP5,2378.0,Coal Steam,,ERC_REST,Texas,48.0,Fort Bend,157.0,48157.0,659.0,10556.0,1977.0,9999.0,wall,dry,N,Subbituminous,,,,LNB + OFA,SCR,2003.0,,B,,ACI,2015.0,,1.2,0.05513,0.05513,0.05513,0.05513,0.1,0.1,0.1,,,,,,,,,Subbituminous,3470.0,29.4828,-95.6311,,,,,,,,,1.7494556002769337,214.3,POINT (-95.6311 29.4828),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,12.0,117.961,67277.18986216096,263.6,0.0,37800.0,4.47,22.93725331652331,1,0.0,1,1,0,False,False,False,3470+WAP5,,,,,,,,,,,,
210,W A Parish,3470_B_WAP6,3470,B,WAP6,2379.0,Coal Steam,,ERC_REST,Texas,48.0,Fort Bend,157.0,48157.0,653.0,10529.0,1978.0,9999.0,wall,dry,N,Subbituminous,,,,LNB + OFA,SCR,2003.0,,B,,ACI,2015.0,,1.2,0.08011,0.08011,0.08011,0.08011,0.1,0.1,0.1,,,,,,,,,Subbituminous,3470.0,29.4828,-95.6311,,,,,,,,,1.7494556002769337,214.3,POINT (-95.6311 29.4828),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,12.0,116.887,66664.65095598044,261.2,0.0,37800.0,4.47,22.890018015315835,1,0.0,1,1,0,False,False,False,3470+WAP6,,,,,,,,,,,,
211,W A Parish,3470_B_WAP7,3470,B,WAP7,2380.0,Coal Steam,,ERC_REST,Texas,48.0,Fort Bend,157.0,48157.0,577.0,10483.0,1980.0,9999.0,tangential,dry,N,Subbituminous,,,,LNB,SCR,2004.0,,B,,ACI,2015.0,,1.2,0.04331,0.04331,0.04331,0.04331,0.1,0.1,0.1,,,,,,,,,Subbituminous,3470.0,29.4828,-95.6311,,,,,,,,,1.7494556002769337,214.3,POINT (-95.6311 29.4828),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,12.0,103.283,58905.82481102712,230.8,0.0,37800.0,4.47,22.809543057703095,1,0.0,1,1,0,False,False,False,3470+WAP7,,,,,,,,,,,,
212,W A Parish,3470_B_WAP8,3470,B,WAP8,2381.0,Coal Steam,,ERC_REST,Texas,48.0,Fort Bend,157.0,48157.0,610.0,10533.0,1982.0,9999.0,tangential,dry,N,Subbituminous,Wet Scrubber,1982.0,0.85,LNB,SCR,2004.0,,B,,ACI,2015.0,,0.36,0.05501,0.05501,0.05501,0.05501,0.1,0.1,0.1,0.9,,,Y,0.354,,,,Subbituminous,3470.0,29.4828,-95.6311,,,,,,,,,1.7494556002769337,214.3,POINT (-95.6311 29.4828),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,12.0,109.19,62274.78879502001,244.0,0.0,37800.0,4.47,22.897015837716943,1,0.0,1,1,0,False,False,False,3470+WAP8,,,,,,,,,,,,
213,Houston Chemical Complex Battleground,50043_G_GT1,50043,G,GT1,,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,66.0,8951.0,1982.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.01896,0.01896,0.01896,0.01896,,,,,,,,,,,,Natural Gas,50043.0,29.7314,-95.0839,,,,,,,,,3.419101677638398,117.0,POINT (-95.0839 29.7314),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,42.174,6737.927967985771,26.400000000000002,0.0,13170.0,3.5999999999999996,34.2043791165413,1,0.0,1,1,0,False,False,False,50043+GT1,,,,,,,,,,,,
214,Houston Chemical Complex Battleground,50043_G_GT2,50043,G,GT2,,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,66.0,8951.0,1982.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.01896,0.01896,0.01896,0.01896,,,,,,,,,,,,Natural Gas,50043.0,29.7314,-95.0839,,,,,,,,,3.419101677638398,117.0,POINT (-95.0839 29.7314),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,42.174,6737.927967985771,26.400000000000002,0.0,13170.0,3.5999999999999996,34.2043791165413,1,0.0,1,1,0,False,False,False,50043+GT2,,,,,,,,,,,,
215,Houston Chemical Complex Battleground,50043_G_GT3,50043,G,GT3,,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,69.0,8951.0,2005.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.01896,0.01896,0.01896,0.01896,,,,,,,,,,,,Natural Gas,50043.0,29.7314,-95.0839,,,,,,,,,3.419101677638398,117.0,POINT (-95.0839 29.7314),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,44.091,7044.197421076034,27.6,0.0,13170.0,3.5999999999999996,34.2043791165413,1,0.0,1,1,0,False,False,False,50043+GT3,,,,,,,,,,,,
216,Houston Chemical Complex Battleground,50043_G_ST,50043,G,ST,,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,62.0,8951.0,1982.0,9999.0,,,Y,Natural Gas,,,,,SCR,2005.0,,,,,,,,0.01896,0.01896,0.01896,0.01896,,,,,,,,,,,,Natural Gas,50043.0,29.7314,-95.0839,,,,,,,,,3.419101677638398,117.0,POINT (-95.0839 29.7314),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,39.618,6329.568697198755,24.8,0.0,13170.0,3.5999999999999996,34.2043791165413,1,0.0,1,1,0,False,False,False,50043+ST,,,,,,,,,,,,
217,Optim Energy Altura Cogen LLC,50815_G_GEN1,50815,G,GEN1,10087.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,69.7,11234.0,1985.0,9999.0,,,Y,Natural Gas,,,,DLNB,,,,,,,,,0.001,0.01847,0.01847,0.01847,0.01847,,,,,,,,,,,,Natural Gas,50815.0,29.8161,-95.10773,,,,,,,,,3.419101677638398,117.0,POINT (-95.10773 29.8161),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,44.5383,7115.660293463761,27.880000000000003,0.0,13170.0,3.5999999999999996,42.010188246589756,1,0.0,1,1,0,False,False,False,50815+GEN1,,,,,,,,,,,,
218,Optim Energy Altura Cogen LLC,50815_G_GEN2,50815,G,GEN2,10088.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,69.7,11234.0,1985.0,9999.0,,,Y,Natural Gas,,,,DLNB,,,,,,,,,0.001,0.01847,0.01847,0.01847,0.01847,,,,,,,,,,,,Natural Gas,50815.0,29.8161,-95.10773,,,,,,,,,3.419101677638398,117.0,POINT (-95.10773 29.8161),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,44.5383,7115.660293463761,27.880000000000003,0.0,13170.0,3.5999999999999996,42.010188246589756,1,0.0,1,1,0,False,False,False,50815+GEN2,,,,,,,,,,,,
219,Optim Energy Altura Cogen LLC,50815_G_GEN3,50815,G,GEN3,10089.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,70.0,11234.0,1985.0,9999.0,,,Y,Natural Gas,,,,DLNB,,,,,,,,,0.001,0.01847,0.01847,0.01847,0.01847,,,,,,,,,,,,Natural Gas,50815.0,29.8161,-95.10773,,,,,,,,,3.419101677638398,117.0,POINT (-95.10773 29.8161),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,44.730000000000004,7146.2872387727875,28.0,0.0,13170.0,3.5999999999999996,42.010188246589756,1,0.0,1,1,0,False,False,False,50815+GEN3,,,,,,,,,,,,
220,Optim Energy Altura Cogen LLC,50815_G_GEN4,50815,G,GEN4,10090.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,69.9,11234.0,1986.0,9999.0,,,Y,Natural Gas,,,,DLNB,,,,,,,,,0.001,0.01847,0.01847,0.01847,0.01847,,,,,,,,,,,,Natural Gas,50815.0,29.8161,-95.10773,,,,,,,,,3.419101677638398,117.0,POINT (-95.10773 29.8161),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,44.66610000000001,7136.078257003113,27.960000000000004,0.0,13170.0,3.5999999999999996,42.010188246589756,1,0.0,1,1,0,False,False,False,50815+GEN4,,,,,,,,,,,,
221,Optim Energy Altura Cogen LLC,50815_G_GEN5,50815,G,GEN5,10091.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,68.3,11234.0,1986.0,9999.0,,,Y,Natural Gas,,,,DLNB,,,,,,,,,0.001,0.01847,0.01847,0.01847,0.01847,,,,,,,,,,,,Natural Gas,50815.0,29.8161,-95.10773,,,,,,,,,3.419101677638398,117.0,POINT (-95.10773 29.8161),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,43.643699999999995,6972.734548688306,27.32,0.0,13170.0,3.5999999999999996,42.010188246589756,1,0.0,1,1,0,False,False,False,50815+GEN5,,,,,,,,,,,,
222,Optim Energy Altura Cogen LLC,50815_G_GEN6,50815,G,GEN6,,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,120.0,11234.0,1986.0,9999.0,,,Y,Natural Gas,,,,DLNB,,,,,,,,,0.001,0.01847,0.01847,0.01847,0.01847,,,,,,,,,,,,Natural Gas,50815.0,29.8161,-95.10773,,,,,,,,,3.419101677638398,117.0,POINT (-95.10773 29.8161),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,38.160000000000004,12250.778123610493,48.0,0.0,13170.0,3.5999999999999996,42.010188246589756,1,0.0,1,1,0,False,False,False,50815+GEN6,,,,,,,,,,,,
223,Optim Energy Altura Cogen LLC,50815_G_GEN7,50815,G,GEN7,10092.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,68.9,11234.0,1995.0,9999.0,,,Y,Natural Gas,,,,DLNB,,,,,,,,,0.001,0.01847,0.01847,0.01847,0.01847,,,,,,,,,,,,Natural Gas,50815.0,29.8161,-95.10773,,,,,,,,,3.419101677638398,117.0,POINT (-95.10773 29.8161),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,44.027100000000004,7033.988439306359,27.560000000000002,0.0,13170.0,3.5999999999999996,42.010188246589756,1,0.0,1,1,0,False,False,False,50815+GEN7,,,,,,,,,,,,
225,Texas City Power Plant,52088_G_GEN1,52088,G,GEN1,,Combined Cycle,,ERC_REST,Texas,48.0,Galveston,167.0,48167.0,139.0,6369.0,1987.0,9999.0,,,Y,Natural Gas,,,,LNB + STM,,,,,,,,,,0.0654,0.0654,0.0654,0.0654,,,,,,,,,,,,Natural Gas,52088.0,29.378697,-94.943829,,,,,,,,,3.419101677638398,117.0,POINT (-94.94382899999999 29.378697),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,44.202,14190.484659848822,55.6,0.0,13170.0,3.5999999999999996,25.376258584878954,1,0.0,1,1,0,False,False,False,52088+GEN1,,,,,,,,,,,,
226,Texas City Power Plant,52088_G_GEN2,52088,G,GEN2,89949.0,Combined Cycle,,ERC_REST,Texas,48.0,Galveston,167.0,48167.0,104.0,6369.0,1987.0,9999.0,,,Y,Natural Gas,,,,STM,,,,,,,,,,0.0654,0.0654,0.0654,0.0654,,,,,,,,,,,,Natural Gas,52088.0,29.378697,-94.943829,,,,,,,,,3.419101677638398,117.0,POINT (-94.94382899999999 29.378697),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,33.072,10617.341040462428,41.6,0.0,13170.0,3.5999999999999996,25.376258584878954,1,0.0,1,1,0,False,False,False,52088+GEN2,,,,,,,,,,,,
227,Texas City Power Plant,52088_G_GEN3,52088,G,GEN3,89950.0,Combined Cycle,,ERC_REST,Texas,48.0,Galveston,167.0,48167.0,104.0,6369.0,1987.0,9999.0,,,Y,Natural Gas,,,,DLNB,,,,,,,,,,0.0654,0.0654,0.0654,0.0654,,,,,,,,,,,,Natural Gas,52088.0,29.378697,-94.943829,,,,,,,,,3.419101677638398,117.0,POINT (-94.94382899999999 29.378697),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,33.072,10617.341040462428,41.6,0.0,13170.0,3.5999999999999996,25.376258584878954,1,0.0,1,1,0,False,False,False,52088+GEN3,,,,,,,,,,,,
228,Texas City Power Plant,52088_G_GEN4,52088,G,GEN4,89951.0,Combined Cycle,,ERC_REST,Texas,48.0,Galveston,167.0,48167.0,104.0,6369.0,1987.0,9999.0,,,Y,Natural Gas,,,,STM,,,,,,,,,,0.0654,0.0654,0.0654,0.0654,,,,,,,,,,,,Natural Gas,52088.0,29.378697,-94.943829,,,,,,,,,3.419101677638398,117.0,POINT (-94.94382899999999 29.378697),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,33.072,10617.341040462428,41.6,0.0,13170.0,3.5999999999999996,25.376258584878954,1,0.0,1,1,0,False,False,False,52088+GEN4,,,,,,,,,,,,
229,Oyster Creek Unit VIII,54676_G_G81,54676,G,G81,,Combined Cycle,,ERC_REST,Texas,48.0,Brazoria,39.0,48039.0,73.0,9605.0,1994.0,9999.0,,,Y,Natural Gas,,,,,,,,,,,,,,0.0692,0.0692,0.0692,0.0692,,,,,,,,,,,,Natural Gas,54676.0,28.9802,-95.342,,,,,,,,,3.419101677638398,117.0,POINT (-95.342 28.9802),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,46.647,7452.55669186305,29.200000000000003,0.0,13170.0,3.5999999999999996,36.44047161371682,1,0.0,1,1,0,False,False,False,54676+G81,,,,,,,,,,,,
230,Oyster Creek Unit VIII,54676_G_G82,54676,G,G82,,Combined Cycle,,ERC_REST,Texas,48.0,Brazoria,39.0,48039.0,73.0,9605.0,1994.0,9999.0,,,Y,Natural Gas,,,,,,,,,,,,,,0.0692,0.0692,0.0692,0.0692,,,,,,,,,,,,Natural Gas,54676.0,28.9802,-95.342,,,,,,,,,3.419101677638398,117.0,POINT (-95.342 28.9802),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,46.647,7452.55669186305,29.200000000000003,0.0,13170.0,3.5999999999999996,36.44047161371682,1,0.0,1,1,0,False,False,False,54676+G82,,,,,,,,,,,,
231,Oyster Creek Unit VIII,54676_G_G83,54676,G,G83,,Combined Cycle,,ERC_REST,Texas,48.0,Brazoria,39.0,48039.0,73.0,9605.0,1994.0,9999.0,,,Y,Natural Gas,,,,,,,,,,,,,,0.0692,0.0692,0.0692,0.0692,,,,,,,,,,,,Natural Gas,54676.0,28.9802,-95.342,,,,,,,,,3.419101677638398,117.0,POINT (-95.342 28.9802),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,46.647,7452.55669186305,29.200000000000003,0.0,13170.0,3.5999999999999996,36.44047161371682,1,0.0,1,1,0,False,False,False,54676+G83,,,,,,,,,,,,
232,Oyster Creek Unit VIII,54676_G_G84,54676,G,G84,,Combined Cycle,,ERC_REST,Texas,48.0,Brazoria,39.0,48039.0,160.0,9605.0,1994.0,9999.0,,,Y,Natural Gas,,,,,,,,,,,,,,0.0692,0.0692,0.0692,0.0692,,,,,,,,,,,,Natural Gas,54676.0,28.9802,-95.342,,,,,,,,,3.419101677638398,117.0,POINT (-95.342 28.9802),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,50.88,16334.370831480657,64.0,0.0,13170.0,3.5999999999999996,36.44047161371682,1,0.0,1,1,0,False,False,False,54676+G84,,,,,,,,,,,,
236,Sweeny Cogen Facility,55015_G_GEN4,55015,G,GEN4,3817.0,Combustion Turbine,,ERC_REST,Texas,48.0,Brazoria,39.0,48039.0,109.0,8700.0,2000.0,9999.0,,,Y,Natural Gas,,,,DLNB,,,,,,,,,3.0,0.01217,0.01217,0.01217,0.01217,,,,,,,,,,,,Natural Gas,55015.0,29.0728,-95.745,,,,,,,,,3.419101677638398,117.0,POINT (-95.745 29.0728),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,2.0,37.278000000000006,2781.9475322365497,43.6,0.0,7340.0,15.45,45.196184595454056,0,0.0,1,1,0,False,False,False,55015+GEN4,,,,,,,,,,,,
237,Pasadena Cogeneration,55047_G_CTG1,55047,G,CTG1,3831.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,155.0,6694.0,1998.0,9999.0,,,Y,Natural Gas,,,,,SCR,1998.0,,,,,,,,0.01493,0.01493,0.01493,0.01493,,,,,,,,,,,,Natural Gas,55047.0,29.72475,-95.176479,,,,,,,,,3.419101677638398,117.0,POINT (-95.176479 29.72475),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,49.29,15823.921742996887,62.0,0.0,13170.0,3.5999999999999996,26.487466630111435,1,0.0,1,1,0,False,False,False,55047+CTG1,,,,,,,,,,,,
238,Pasadena Cogeneration,55047_G_CTG2,55047,G,CTG2,3832.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,165.0,6694.0,2000.0,9999.0,,,Y,Natural Gas,,,,,SCR,2000.0,,,,,,,,0.02728,0.02728,0.02728,0.02728,,,,,,,,,,,,Natural Gas,55047.0,29.72475,-95.176479,,,,,,,,,3.419101677638398,117.0,POINT (-95.176479 29.72475),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,52.47,16844.81991996443,66.0,0.0,13170.0,3.5999999999999996,26.487466630111435,1,0.0,1,1,0,False,False,False,55047+CTG2,,,,,,,,,,,,
239,Pasadena Cogeneration,55047_G_CTG3,55047,G,CTG3,3833.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,165.0,6694.0,2000.0,9999.0,,,Y,Natural Gas,,,,,SCR,2000.0,,,,,,,,0.02728,0.02728,0.02728,0.02728,,,,,,,,,,,,Natural Gas,55047.0,29.72475,-95.176479,,,,,,,,,3.419101677638398,117.0,POINT (-95.176479 29.72475),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,52.47,16844.81991996443,66.0,0.0,13170.0,3.5999999999999996,26.487466630111435,1,0.0,1,1,0,False,False,False,55047+CTG3,,,,,,,,,,,,
240,Pasadena Cogeneration,55047_G_STG1,55047,G,STG1,,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,60.0,6694.0,1998.0,9999.0,,,Y,Natural Gas,,,,,SCR,1998.0,,,,,,,,0.01493,0.01493,0.01493,0.01493,,,,,,,,,,,,Natural Gas,55047.0,29.72475,-95.176479,,,,,,,,,3.419101677638398,117.0,POINT (-95.176479 29.72475),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,38.34,6125.3890618052465,24.0,0.0,13170.0,3.5999999999999996,26.487466630111435,1,0.0,1,1,0,False,False,False,55047+STG1,,,,,,,,,,,,
